"bec","site","block","plot","treat1","treat2","yr_surv","yrs_pb","yr","pft1","pft2","pft3","pft4","pft5","pft6","pft7","pft8"
"ich","Walker Creek",2,"04F2","CC","FB",1991,5,5,0,148.5,2,0,0,0,0,0
"ich","Walker Creek",2,"04F3","CC","FB",1991,5,5,0,126,13,0,0,0,1,0
"ich","Walker Creek",2,"04V1","CC","FB",1991,5,5,0,168,10,0,0,0,2,0
"ich","Walker Creek",2,"04V2","CC","FB",1991,5,5,0,70.5,3,0,0,0,0,0
"ich","Walker Creek",2,"05V1","CC","FB",1991,5,5,0,164.5,0,0,0,0,2,0
"ich","Walker Creek",2,"06V1","CC","FB",1991,5,5,0,85,2.5,0,0,0,0,0
"ich","Walker Creek",2,"06V2","CC","FB",1991,5,5,0,88,12,0,0,0,0,0
"ich","Walker Creek",2,"06V3","CC","FB",1991,5,5,0,127,5,0,0,0,0,0
"ich","Walker Creek",2,"08V1","CC","FB",1991,5,5,0,85,1,0,0,0,5,0
"ich","Walker Creek",2,"08V2","CC","FB",1991,5,5,0,88,4,0,0,0,0,0
"ich","Walker Creek",2,"09F1","CC","FB",1991,5,5,0,100.5,3,0,0,0,1,0
"ich","Walker Creek",2,"09F2","CC","FB",1991,5,5,10,67,20,0,0,0,0,0
"ich","Walker Creek",2,"09F3","CC","FB",1991,5,5,0,161,10,0,0,0,0,0
"ich","Walker Creek",2,"10F1","CC","FB",1991,5,5,0,142,10,0,0,0,0,0
"ich","Walker Creek",3,"01V1","CC","FB",1991,5,5,0,69.5,1,0,0,0,35,0
"ich","Walker Creek",3,"01V2","CC","FB",1991,5,5,0,111.1,0.5,0,0,0,25,0
"ich","Walker Creek",3,"02F1","CC","FB",1991,5,5,0,81,0.5,0,0,0,0,50
"ich","Walker Creek",3,"02F2","CC","FB",1991,5,5,0,99.6,2.5,0,0,0,0,0
"ich","Walker Creek",3,"02V1","CC","FB",1991,5,5,0,129,1,0,0,0,5,0
"ich","Walker Creek",3,"03F1","CC","FB",1991,5,5,0,87.5,11,0,0,0,1,0
"ich","Walker Creek",3,"03V1","CC","FB",1991,5,5,0,52.7,2,0,0,0,0.5,25
"ich","Walker Creek",3,"04V1","CC","FB",1991,5,5,0,61.6,10.5,0,0,0,0,0
"ich","Walker Creek",3,"04V2","CC","FB",1991,5,5,0,50,17,0,0,0,5,0
"ich","Walker Creek",3,"05F1","CC","FB",1991,5,5,0,134.1,15,0,0,0,0,0
"ich","Walker Creek",3,"05F2","CC","FB",1991,5,5,0,184.5,0.1,0,0,0,7,0
"ich","Walker Creek",3,"05V1","CC","FB",1991,5,5,0,89.6,0,0,0,0,0,0
"ich","Walker Creek",3,"06V1","CC","FB",1991,5,5,0,171.5,1,0,0,0,3,0
"ich","Walker Creek",3,"07F1","CC","FB",1991,5,5,0,109.6,0.5,0,0,0,2,0
"ich","Walker Creek",3,"07V1","CC","FB",1991,5,5,0,58.1,3,0,0,0,0,0
"ich","Walker Creek",3,"07V2","CC","FB",1991,5,5,0,128.2,7.2,0,0,0,0.5,0
"ich","Walker Creek",3,"08V1","CC","FB",1991,5,5,0,141,2.1,0,0,0,1,0
"ich","Walker Creek",3,"08V2","CC","FB",1991,5,5,0,100.2,10.1,0,0,0,0,2
"ich","Walker Creek",3,"09V1","CC","FB",1991,5,5,0,91.1,17,0,0,0,0.1,0
"ich","Walker Creek",3,"10F1","CC","FB",1991,5,5,0,73,5,0,0,0,15,0
"ich","Walker Creek",3,"10F2","CC","FB",1991,5,5,0,138,0.1,0,0,0,1,0
"ich","Walker Creek",3,"10V1","CC","FB",1991,5,5,0,102.6,5,0,0,0,0,0
"ich","Walker Creek",3,"11F1","CC","FB",1991,5,5,0,131.5,0,0,0,0,2,0
"ich","Walker Creek",3,"11V2","CC","FB",1991,5,5,0,102,14,0,0,0,0,0
"ich","Walker Creek",4,"01V1","CC","FB",1991,5,5,0,118.5,0,0,0,0,72,0
"ich","Walker Creek",4,"02F1","CC","FB",1991,5,5,0,165.1,16,0,0,0,0,0
"ich","Walker Creek",4,"02F2","CC","FB",1991,5,5,0,85.7,10,0,0,0,0,0
"ich","Walker Creek",4,"03V1","CC","FB",1991,5,5,0,29.5,12,0,0,0,0,0
"ich","Walker Creek",4,"03V2","CC","FB",1991,5,5,0,34.1,10.5,0,0,0,0,0
"ich","Walker Creek",4,"04F1","CC","FB",1991,5,5,0,166.2,0,0,0,0,0,0
"ich","Walker Creek",4,"04V2","CC","FB",1991,5,5,0,40,12,0,0,0,0,0
"ich","Walker Creek",4,"05F1","CC","FB",1991,5,5,0,66,5,0,0,0,0,0
"ich","Walker Creek",4,"05V1","CC","FB",1991,5,5,0,83.5,4,0,0,0,0.5,0
"ich","Walker Creek",4,"05V2","CC","FB",1991,5,5,0,113.5,1.5,0,0,0,0,0
"ich","Walker Creek",4,"06V1","CC","FB",1991,5,5,0,165.5,6.1,0.5,0,0,0,0
"ich","Walker Creek",4,"06V2","CC","FB",1991,5,5,0,121,6,0,0,0,0,0
"ich","Walker Creek",4,"07F1","CC","FB",1991,5,5,0,172.5,0.5,0,0,0,0,0
"ich","Walker Creek",4,"07F2","CC","FB",1991,5,5,0,83,1,0,0,0,0,0
"ich","Walker Creek",4,"07V1","CC","FB",1991,5,5,0,137,7,0,0,0,0,0
"ich","Walker Creek",4,"08F1","CC","FB",1991,5,5,0,120,10,0,0,0,0,0
"ich","Walker Creek",4,"08F2","CC","FB",1991,5,5,0,37.5,0,0,0,0,7,0
"ich","Walker Creek",4,"08V1","CC","FB",1991,5,5,0,99.5,8,0,0,0,0,0
"ich","Walker Creek",4,"09F1","CC","FB",1991,5,5,0,215.2,0.1,0,0,0,0.1,0
"ich","Walker Creek",4,"09V1","CC","FB",1991,5,5,0,170,0,0,0,0,0,0
"ich","Walker Creek",4,"09V3","CC","FB",1991,5,5,0,74.1,17,0,0,0,0,0
"ich","Walker Creek",4,"10F1","CC","FB",1991,5,5,3,145.1,20,0.5,0,0,0,0
"ich","Walker Creek",4,"11F1","CC","FB",1991,5,5,0,80.6,1.1,20,0,0,0,0
"ich","Walker Creek",4,"11V1","CC","FB",1991,5,5,2,243,2,0,0,0,0,0
"ich","Walker Creek",4,"11V2","CC","FB",1991,5,5,0,121.2,2.2,0,0,0,0.1,0
"ich","Walker Creek",5,"01V1","CC","FB",1991,5,5,0,91.5,30.1,0,0,0,1,0
"ich","Walker Creek",5,"01V2","CC","FB",1991,5,5,0,113.5,5,0,0,0,60,0
"ich","Walker Creek",5,"01V3","CC","FB",1991,5,5,0,85.6,16.5,0,0,0,0.5,0
"ich","Walker Creek",5,"01V4","CC","FB",1991,5,5,0,65,21,0,0,0,0.5,8
"ich","Walker Creek",5,"02V1","CC","FB",1991,5,5,0,103,2,0,0,0,1,4
"ich","Walker Creek",5,"03F1","CC","FB",1991,5,5,0,63,37,0,0,0,35,0
"ich","Walker Creek",5,"03F2","CC","FB",1991,5,5,0,118,1,0,0,0,0.5,3
"ich","Walker Creek",5,"03V1","CC","FB",1991,5,5,0,140,28,0,0,0,0,2
"ich","Walker Creek",5,"04F1","CC","FB",1991,5,5,0,101,21,0,0,0,3,0
"ich","Walker Creek",5,"04F2","CC","FB",1991,5,5,0,87,12.5,0,0,0,0,0
"ich","Walker Creek",5,"05F1","CC","FB",1991,5,5,0,19,11,0,0,0,0,0
"ich","Walker Creek",5,"05V1","CC","FB",1991,5,5,0,66,2.5,0,0,0,1,0
"ich","Walker Creek",5,"05V2","CC","FB",1991,5,5,0,74.1,1,0,0,0,26,0
"ich","Walker Creek",5,"06F1","CC","FB",1991,5,5,0,53.1,3,0,0,0,55,0
"ich","Walker Creek",5,"06F2","CC","FB",1991,5,5,0,63,8,0,0,0,0,0
"ich","Walker Creek",5,"07V1","CC","FB",1991,5,5,0,61,1.5,0,0,0,55,0
"ich","Walker Creek",5,"07V2","CC","FB",1991,5,5,0,45.5,10,0,0,0,30,0
"ich","Walker Creek",5,"08F1","CC","FB",1991,5,5,0,92,3.5,0,0,0,45,0
"ich","Walker Creek",5,"08F2","CC","FB",1991,5,5,0,80,22.1,0,0,0,15,2
"ich","Walker Creek",5,"09F1","CC","FB",1991,5,5,0,68,6,0,0,0,0,0
"ich","Walker Creek",5,"09V1","CC","FB",1991,5,5,0,73,28,0,0,0,55,0
"ich","Walker Creek",5,"10V2","CC","FB",1991,5,5,0,108,6,0,0,0,10,0
"ich","Walker Creek",5,"10V3","CC","FB",1991,5,5,0,41,5,0,0,0,70,30
"ich","Walker Creek",5,"11V1","CC","FB",1991,5,5,10,116,19,0,0,0,0,0
"ich","Walker Creek",5,"11V2","CC","FB",1991,5,5,0,35.5,1.5,0,0,0,0,0
"ich","Walker Creek",5,"11V3","CC","FB",1991,5,5,0,27,17,0,0,0,0,0
"ich","Walker Creek",1,"01F1","CC","FB",1996,10,10,0,109.5,4,0,0,0,0,0
"ich","Walker Creek",1,"01V1","CC","FB",1996,10,10,0,48.6,2.2,15,0,0,0,0.5
"ich","Walker Creek",1,"01V2","CC","FB",1996,10,10,2,104.1,0,0,0,0,0,0
"ich","Walker Creek",1,"01V3","CC","FB",1996,10,10,0,98.1,25.1,0,0,0,0,0
"ich","Walker Creek",1,"01V4","CC","FB",1996,10,10,0,49.2,2.1,0.5,0,0,15,20
"ich","Walker Creek",1,"02F1","CC","FB",1996,10,10,0,206.5,2,0,0,0,1,0
"ich","Walker Creek",1,"02V1","CC","FB",1996,10,10,0,146,5,0,0,0,2,0
"ich","Walker Creek",1,"02V2","CC","FB",1996,10,10,0,20.4,1.1,65,0.1,0,1,0.5
"ich","Walker Creek",1,"03F1","CC","FB",1996,10,10,0,103.2,5.6,0,0,0,1,0
"ich","Walker Creek",1,"03V1","CC","FB",1996,10,10,0,30.1,0.3,5,0,0,40.5,5.1
"ich","Walker Creek",1,"03V2","CC","FB",1996,10,10,0,26,11,6,0,0,60,15
"ich","Walker Creek",1,"04F1","CC","FB",1996,10,10,10,112.1,2.1,0,0,0,50,0.1
"ich","Walker Creek",1,"04F2","CC","FB",1996,10,10,0,102.6,55,0,0,0,5,0
"ich","Walker Creek",1,"04F3","CC","FB",1996,10,10,0,5.1,0.7,66,0,0,0,0
"ich","Walker Creek",1,"04V2","CC","FB",1996,10,10,1,12,16.6,50,0,0,40,0
"ich","Walker Creek",1,"05V1","CC","FB",1996,10,10,0,103.5,0.5,95,0,0,0.1,5
"ich","Walker Creek",1,"06V1","CC","FB",1996,10,10,0,127.6,5,30,0,0,0,0
"ich","Walker Creek",1,"06V2","CC","FB",1996,10,10,0,41,1.6,60,0,0,0,0.5
"ich","Walker Creek",1,"06V3","CC","FB",1996,10,10,0,57.1,15.1,0,0,0,0.1,0
"ich","Walker Creek",1,"07F1","CC","FB",1996,10,10,0,158.1,0,0,0,0,1,5
"ich","Walker Creek",1,"08V1","CC","FB",1996,10,10,0,87.1,4,0,0,0,0.5,0
"ich","Walker Creek",1,"08V2","CC","FB",1996,10,10,0,32.1,0.3,2,0,0.1,0,0
"ich","Walker Creek",1,"09F1","CC","FB",1996,10,10,0,161.1,1,0,0,0,0,0
"ich","Walker Creek",1,"09F2","CC","FB",1996,10,10,0,125.5,3,0,0,0,2,0
"ich","Walker Creek",1,"09F3","CC","FB",1996,10,10,20,107,0.3,0,0,0,0,0
"ich","Walker Creek",1,"10F1","CC","FB",1996,10,10,0,92.1,1.1,10,0,0,0,0
"ich","Walker Creek",1,"10V1","CC","FB",1996,10,10,0,83.6,0.1,0,0,0,2,5
"ich","Walker Creek",1,"11F1","CC","FB",1996,10,10,5,79.5,3.6,0,0,0,0,0
"ich","Walker Creek",1,"11V1","CC","FB",1996,10,10,0,107,6,0,0,0,0,0
"ich","Walker Creek",2,"01F1","CC","FB",1996,10,10,0,112.8,0.2,0,0,0.1,1,0
"ich","Walker Creek",2,"01V1","CC","FB",1996,10,10,0,128,7,0,0,0,2,0
"ich","Walker Creek",2,"01V2","CC","FB",1996,10,10,0,137.1,3.1,0,0,0,0,1
"ich","Walker Creek",2,"01V3","CC","FB",1996,10,10,0,51.1,0.1,0,0,0,2,0
"ich","Walker Creek",2,"01V4","CC","FB",1996,10,10,0,128.5,1,5,0,0,1,0
"ich","Walker Creek",2,"02F1","CC","FB",1996,10,10,3,115.6,0.2,0,0,0,6,0
"ich","Walker Creek",2,"02V1","CC","FB",1996,10,10,0,29.6,2,0,0,0,0,0
"ich","Walker Creek",2,"02V2","CC","FB",1996,10,10,5,112,5.7,0,0,0,0,0
"ich","Walker Creek",2,"03F1","CC","FB",1996,10,10,1,116.5,0,0,0,0,15,0
"ich","Walker Creek",2,"03V1","CC","FB",1996,10,10,0,108,0,0,0,0,2,0
"ich","Walker Creek",2,"03V2","CC","FB",1996,10,10,0.1,50.6,0,0,0,0,0.5,0
"ich","Walker Creek",2,"04F1","CC","FB",1996,10,10,0,74.6,2.1,0,0,0,0.5,0
"ich","Walker Creek",2,"04F2","CC","FB",1996,10,10,0,156.1,0.2,0,0,0.1,0,5
"ich","Walker Creek",2,"04F3","CC","FB",1996,10,10,0,134.5,3.5,0,0,0,1,0
"ich","Walker Creek",2,"04V1","CC","FB",1996,10,10,0,142.7,3.1,0,0,0,3,0
"ich","Walker Creek",2,"04V2","CC","FB",1996,10,10,0,67.1,5.5,0,0,0,0.5,0
"ich","Walker Creek",2,"05V1","CC","FB",1996,10,10,0,111,1,0,0,0,2,0
"ich","Walker Creek",2,"06V1","CC","FB",1996,10,10,0,72.6,3,0,0,0,0,0
"ich","Walker Creek",2,"06V2","CC","FB",1996,10,10,0,147.4,2.6,0,0,0,0,0
"ich","Walker Creek",2,"06V3","CC","FB",1996,10,10,0,111.5,0,0,0,0,0,0
"ich","Walker Creek",2,"08V1","CC","FB",1996,10,10,25,77.2,0,0,0,0,0.5,0.1
"ich","Walker Creek",2,"08V2","CC","FB",1996,10,10,0,98,0.3,0,0,0,0,0
"ich","Walker Creek",2,"09F1","CC","FB",1996,10,10,1,127.1,0.1,0,0,0,5,0
"ich","Walker Creek",2,"09F2","CC","FB",1996,10,10,40,97.2,1,0,0,0,0,0
"ich","Walker Creek",2,"09F3","CC","FB",1996,10,10,0,107.6,1.1,0,0,0,0,0
"ich","Walker Creek",2,"10F1","CC","FB",1996,10,10,0,111.3,2.6,0,0,0,15,0
"ich","Walker Creek",3,"01V1","CC","FB",1996,10,10,0,124.5,2,0,0,0,30,0
"ich","Walker Creek",3,"01V2","CC","FB",1996,10,10,0,112,0.1,0,0,0,40,0
"ich","Walker Creek",3,"02F1","CC","FB",1996,10,10,0,48,0,0,0,0,1,50
"ich","Walker Creek",3,"02F2","CC","FB",1996,10,10,15,106.1,5.1,0,5,0,5,0
"ich","Walker Creek",3,"02V1","CC","FB",1996,10,10,0,108.1,0.2,0,0,0,4,0
"ich","Walker Creek",3,"03F1","CC","FB",1996,10,10,0.1,96.8,0.1,3,0,0,0.1,0
"ich","Walker Creek",3,"03V1","CC","FB",1996,10,10,0,53.9,0.2,0,0,0,0.1,35
"ich","Walker Creek",3,"04V1","CC","FB",1996,10,10,10,38.5,16,0,0,0,0.5,0
"ich","Walker Creek",3,"04V2","CC","FB",1996,10,10,0,54.6,8,0,0,0,60.1,0
"ich","Walker Creek",3,"05F1","CC","FB",1996,10,10,0,141.7,0.5,0,0,0,0,0
"ich","Walker Creek",3,"05F2","CC","FB",1996,10,10,0,113.1,0.1,0,0,0,6,0
"ich","Walker Creek",3,"05V1","CC","FB",1996,10,10,0,108.7,0,0,0,0,0.1,0
"ich","Walker Creek",3,"06V1","CC","FB",1996,10,10,0,115.2,0.1,0,0,0,15,0
"ich","Walker Creek",3,"07F1","CC","FB",1996,10,10,15,95.4,0.1,0,0,0,2,0
"ich","Walker Creek",3,"07V1","CC","FB",1996,10,10,0,63,5,0,0,0,0,0
"ich","Walker Creek",3,"07V2","CC","FB",1996,10,10,0,123.2,12.1,15,0,0,1,0
"ich","Walker Creek",3,"08V1","CC","FB",1996,10,10,0,105.8,5,0,0,0,0.1,0
"ich","Walker Creek",3,"08V2","CC","FB",1996,10,10,10,97.1,6,0,0,0,0,15
"ich","Walker Creek",3,"09V1","CC","FB",1996,10,10,0,113.2,2,0,0,0,15.5,0
"ich","Walker Creek",3,"10F1","CC","FB",1996,10,10,0,106.2,15.6,0,0,0,10,0
"ich","Walker Creek",3,"10F2","CC","FB",1996,10,10,0,100.3,0.1,0,0,0,0.1,0
"ich","Walker Creek",3,"10V1","CC","FB",1996,10,10,5,130.5,10,0,0,0,0,0
"ich","Walker Creek",3,"11F1","CC","FB",1996,10,10,0,121,0,0,0,0,5,0
"ich","Walker Creek",3,"11V2","CC","FB",1996,10,10,2,76.1,6,0,0,0,1,0
"ich","Walker Creek",4,"01V1","CC","FB",1996,10,10,30,100.1,0.2,0,0,0,45,0
"ich","Walker Creek",4,"02F1","CC","FB",1996,10,10,0,108.1,20,0,0,0,2,0
"ich","Walker Creek",4,"02F2","CC","FB",1996,10,10,0,58.1,1.1,0,0,0,10,0
"ich","Walker Creek",4,"03V1","CC","FB",1996,10,10,0,70,3,15,0,0,0.5,0
"ich","Walker Creek",4,"03V2","CC","FB",1996,10,10,0,44.6,4.2,0,0,0,1.5,0
"ich","Walker Creek",4,"04F1","CC","FB",1996,10,10,0,126.6,5.5,0,0,0,0,0
"ich","Walker Creek",4,"04V2","CC","FB",1996,10,10,0,23.6,6,0,0,0,0,0
"ich","Walker Creek",4,"05F1","CC","FB",1996,10,10,0,84.6,2.7,0,0,0,0,0
"ich","Walker Creek",4,"05V1","CC","FB",1996,10,10,0.5,99.5,1.1,5,0,0,2,0
"ich","Walker Creek",4,"05V2","CC","FB",1996,10,10,0,141.1,1.2,0,0,0,1,0
"ich","Walker Creek",4,"06V1","CC","FB",1996,10,10,0,123.5,1.2,40,0,0,0,0
"ich","Walker Creek",4,"06V2","CC","FB",1996,10,10,40,82.6,1.1,0,0,0,0,0
"ich","Walker Creek",4,"07F1","CC","FB",1996,10,10,0,117.1,0,0,0,0,2,0
"ich","Walker Creek",4,"07F2","CC","FB",1996,10,10,0,112.6,0.6,0,0,0,0,0
"ich","Walker Creek",4,"07V1","CC","FB",1996,10,10,0,112.1,5.1,0,0,0,0,0
"ich","Walker Creek",4,"08F1","CC","FB",1996,10,10,1,137.1,5.1,0,0,0,0,0
"ich","Walker Creek",4,"08F2","CC","FB",1996,10,10,1,48.3,0.1,0,0,0,25.5,1
"ich","Walker Creek",4,"08V1","CC","FB",1996,10,10,0,141.2,1.7,0,0,0,1.1,0
"ich","Walker Creek",4,"09F1","CC","FB",1996,10,10,0,78.5,1,0,0,0,5,0
"ich","Walker Creek",4,"09V1","CC","FB",1996,10,10,0,127.1,0,0,0,0,0,0
"ich","Walker Creek",4,"09V3","CC","FB",1996,10,10,1.1,73.2,1.1,0,0,0,1,0
"ich","Walker Creek",4,"10F1","CC","FB",1996,10,10,40,127.5,11.1,10,0,0,0,0
"ich","Walker Creek",4,"11F1","CC","FB",1996,10,10,0,78.1,1.2,50,0,0.1,0,0.1
"ich","Walker Creek",4,"11V1","CC","FB",1996,10,10,50,75,1,1,0,0,0,0
"ich","Walker Creek",4,"11V2","CC","FB",1996,10,10,2,86.7,7,0,0,0,0.1,0
"ich","Walker Creek",5,"01V1","CC","FB",1996,10,10,30,70,20,0,0,0,20,0
"ich","Walker Creek",5,"01V2","CC","FB",1996,10,10,5,75.1,0.2,0,0,0,70,0
"ich","Walker Creek",5,"01V3","CC","FB",1996,10,10,10,80.5,2,1,0,0,0.5,0.5
"ich","Walker Creek",5,"01V4","CC","FB",1996,10,10,15,86,0.5,0,0,0,10.1,25
"ich","Walker Creek",5,"02V1","CC","FB",1996,10,10,10,161.5,0.5,0,0,0,1,5
"ich","Walker Creek",5,"03F1","CC","FB",1996,10,10,1,65,4,0,0,0,61,1
"ich","Walker Creek",5,"03F2","CC","FB",1996,10,10,0,88,0,0,0,0,0.1,1
"ich","Walker Creek",5,"03V1","CC","FB",1996,10,10,0,114,11.1,0.1,0,0,0,5
"ich","Walker Creek",5,"04F1","CC","FB",1996,10,10,10,133,5,0,0,0,5,0
"ich","Walker Creek",5,"04F2","CC","FB",1996,10,10,5,110.1,2,0,0,0,3,3
"ich","Walker Creek",5,"05F1","CC","FB",1996,10,10,0,32.6,2,0,0,0,40,0
"ich","Walker Creek",5,"05V1","CC","FB",1996,10,10,0,52.5,0.5,0,0,0,51,0
"ich","Walker Creek",5,"05V2","CC","FB",1996,10,10,5,97.6,5,0,0,0,60.5,0
"ich","Walker Creek",5,"06F1","CC","FB",1996,10,10,0,63,5,0,0,0,30,0
"ich","Walker Creek",5,"06F2","CC","FB",1996,10,10,1,73.6,3.6,0,0,0,1,0
"ich","Walker Creek",5,"07V1","CC","FB",1996,10,10,0,111,5,0,0,0,50.1,0
"ich","Walker Creek",5,"07V2","CC","FB",1996,10,10,0,75,2.1,0,0,0,60.1,5
"ich","Walker Creek",5,"08F1","CC","FB",1996,10,10,0,126.5,2,0,0,0,25,5
"ich","Walker Creek",5,"08F2","CC","FB",1996,10,10,0,59.5,3.5,0,0,0,57.1,5
"ich","Walker Creek",5,"09F1","CC","FB",1996,10,10,0,117,10,0,0,0,0,0
"ich","Walker Creek",5,"09V1","CC","FB",1996,10,10,0,94.6,5.2,0,0,0,41,0
"ich","Walker Creek",5,"10V2","CC","FB",1996,10,10,0,70.5,4.5,0,0,0,70.5,0.1
"ich","Walker Creek",5,"10V3","CC","FB",1996,10,10,0,13,1,0,0,0,81.5,15
"ich","Walker Creek",5,"11V1","CC","FB",1996,10,10,30,78,10,0,0,0,0,0
"ich","Walker Creek",5,"11V2","CC","FB",1996,10,10,0,102,1,0,0,0,1,0
"ich","Walker Creek",5,"11V3","CC","FB",1996,10,10,0.5,87,5,0,0,0,60.5,0
"ich","Walker Creek",1,"01F1","CC","FB",2007,21,20,90,170,5,5,0,0,5,0
"ich","Walker Creek",1,"01V1","CC","FB",2007,21,20,40,115,0,40,0,0,5,15
"ich","Walker Creek",1,"01V2","CC","FB",2007,21,20,10,151,0,0,0,0,0,0
"ich","Walker Creek",1,"01V3","CC","FB",2007,21,20,0,131,2,0,0,0,0,0
"ich","Walker Creek",1,"01V4","CC","FB",2007,21,20,0,77,0,40,0,0,10,40
"ich","Walker Creek",1,"02F1","CC","FB",2007,21,20,0,195,0,0,0,0,4,0
"ich","Walker Creek",1,"02V1","CC","FB",2007,21,20,5,193,0,0,0,0,0,0
"ich","Walker Creek",1,"02V2","CC","FB",2007,21,20,35,51,0,90,0,0,7,0
"ich","Walker Creek",1,"03F1","CC","FB",2007,21,20,0,193,11,75,0,0,20,0
"ich","Walker Creek",1,"03V1","CC","FB",2007,21,20,5,194,0,75,0,0,25,30
"ich","Walker Creek",1,"03V2","CC","FB",2007,21,20,15,38,0,90,0,0,0,0
"ich","Walker Creek",1,"04F1","CC","FB",2007,21,20,50,182,0,2,0,0,10,2
"ich","Walker Creek",1,"04F2","CC","FB",2007,21,20,0,135,15,0,0,0,10,0
"ich","Walker Creek",1,"04F3","CC","FB",2007,21,20,13,27,0,90,0,0,0,0
"ich","Walker Creek",1,"04V2","CC","FB",2007,21,20,51,8,0,45,0,0,3,0
"ich","Walker Creek",1,"05V1","CC","FB",2007,21,20,0,137,0,95,0,0,0,0
"ich","Walker Creek",1,"06V1","CC","FB",2007,21,20,0,142,0,60,0,0,0,0
"ich","Walker Creek",1,"06V2","CC","FB",2007,21,20,0,95,0,90,0,7,0,0
"ich","Walker Creek",1,"06V3","CC","FB",2007,21,20,0,168,0,85,0,2,3,0
"ich","Walker Creek",1,"07F1","CC","FB",2007,21,20,0,161,0,30,0,0,0,40
"ich","Walker Creek",1,"08V1","CC","FB",2007,21,20,0,183,0,25,0,0,18,0
"ich","Walker Creek",1,"08V2","CC","FB",2007,21,20,0,67.5,0,105,0,5,3.5,0
"ich","Walker Creek",1,"09F1","CC","FB",2007,21,20,0,145,7,10,0,0,0,0
"ich","Walker Creek",1,"09F2","CC","FB",2007,21,20,35,199,0,30,0,0,15,0
"ich","Walker Creek",1,"09F3","CC","FB",2007,21,20,95,210,0,0,0,0,0,0
"ich","Walker Creek",1,"10F1","CC","FB",2007,21,20,1,66,0,95,0,0,0,0
"ich","Walker Creek",1,"10V1","CC","FB",2007,21,20,30,146,0,37,0,0,35,40
"ich","Walker Creek",1,"11F1","CC","FB",2007,21,20,85,104,0,0,0,0,0,0
"ich","Walker Creek",1,"11V1","CC","FB",2007,21,20,35,158,35,35,0,0,0,0
"ich","Walker Creek",2,"01F1","CC","FB",2007,21,20,0,128.3,0,0,0,1,5,0
"ich","Walker Creek",2,"01V1","CC","FB",2007,21,20,0,74,0,0,0,0,8,20
"ich","Walker Creek",2,"01V2","CC","FB",2007,21,20,0,120.7,0,0,0,0,0,20
"ich","Walker Creek",2,"01V3","CC","FB",2007,21,20,0,76,0,0,0,1,5,0.5
"ich","Walker Creek",2,"01V4","CC","FB",2007,21,20,5,105.1,0,60,0,0,0,0
"ich","Walker Creek",2,"02F1","CC","FB",2007,21,20,15,83,0.1,10,0,0,5,0
"ich","Walker Creek",2,"02V1","CC","FB",2007,21,20,30,57.1,0,0,0,0,10,5
"ich","Walker Creek",2,"02V2","CC","FB",2007,21,20,30,58,0,0,0,0,1,0
"ich","Walker Creek",2,"03F1","CC","FB",2007,21,20,2,87.5,0,0,0,0,20,0
"ich","Walker Creek",2,"03V1","CC","FB",2007,21,20,0,110.6,1,0,0,0,15,5
"ich","Walker Creek",2,"03V2","CC","FB",2007,21,20,15.5,64,0,0,0,0,1.1,0
"ich","Walker Creek",2,"04F1","CC","FB",2007,21,20,0,94,5,0,0,0,2,0
"ich","Walker Creek",2,"04F2","CC","FB",2007,21,20,1,61,0,4,0,0,0,75
"ich","Walker Creek",2,"04F3","CC","FB",2007,21,20,90,51.5,0.1,0,0,0,1,0
"ich","Walker Creek",2,"04V1","CC","FB",2007,21,20,0,127.3,0.6,0,0,0,8,0
"ich","Walker Creek",2,"04V2","CC","FB",2007,21,20,0,56.1,0,0,0,0,15,1
"ich","Walker Creek",2,"05V1","CC","FB",2007,21,20,0,154.5,0,2,0,0,13,0.1
"ich","Walker Creek",2,"06V1","CC","FB",2007,21,20,0,115.2,1,0,0,0,0,0
"ich","Walker Creek",2,"06V2","CC","FB",2007,21,20,10,146,3,0,0,0,0.2,0
"ich","Walker Creek",2,"06V3","CC","FB",2007,21,20,0,116,0,0,0,0,0.1,0.1
"ich","Walker Creek",2,"08V1","CC","FB",2007,21,20,95,50,0.1,3,0,0,20,1.1
"ich","Walker Creek",2,"08V2","CC","FB",2007,21,20,0,62.2,0.7,0,0,0,0,0
"ich","Walker Creek",2,"09F1","CC","FB",2007,21,20,30,108,0,0,0,0,8,45
"ich","Walker Creek",2,"09F2","CC","FB",2007,21,20,81,57.2,0.2,0,0,0,0,3
"ich","Walker Creek",2,"09F3","CC","FB",2007,21,20,3,170.8,0,0,0,0,0.1,0
"ich","Walker Creek",2,"10F1","CC","FB",2007,21,20,0,119,0.5,0,0,1,45,0
"ich","Walker Creek",3,"01V1","CC","FB",2008,22,20,1,179,0,15,0,0,1,0
"ich","Walker Creek",3,"01V2","CC","FB",2008,22,20,0,94,0,0,0,0,80,2
"ich","Walker Creek",3,"02F1","CC","FB",2008,22,20,0,67,0,0,0,0,10,70
"ich","Walker Creek",3,"02F2","CC","FB",2008,22,20,90,116,0,0,0,0,5,0
"ich","Walker Creek",3,"02V1","CC","FB",2008,22,20,0,136,0,47,0,0,3,2
"ich","Walker Creek",3,"03F1","CC","FB",2008,22,20,1,104,0,3,0,0,1,0
"ich","Walker Creek",3,"03V1","CC","FB",2008,22,20,2,67,0,35,0,0,1,75
"ich","Walker Creek",3,"04V1","CC","FB",2008,22,20,50,30,15,25,0,0,20,0.1
