"bec","site","block","plot","treat1","treat2","yr_surv","yrs_pb","yr","pft1","pft2","pft3","pft4","pft5","pft6","pft7","pft8"
"essf","Otter Creek",2,"14","CC","FB",1994,5,5,0,152.1,0.1,0,0,0.5,0.5,16.5
"essf","Otter Creek",2,"15","CC","FB",1994,5,5,0,92.2,2,0,0,0.1,13,22
"essf","Otter Creek",3,"21","CC","FB",1994,5,5,0,96,0.2,0,0,0,5,8
"essf","Otter Creek",3,"22","CC","FB",1994,5,5,0,94,1,0.5,0,0,1,10
"essf","Otter Creek",3,"23","CC","FB",1994,5,5,0,78,1.2,0,0,0,1,10
"essf","Otter Creek",3,"24","CC","FB",1994,5,5,0,110,0.1,0,0,0,5,12
"essf","Otter Creek",1,"1","CC","FB",2000,11,10,1,120,2,0,0,0,7,50
"essf","Otter Creek",1,"2","CC","FB",2000,11,10,0,99.1,1,0,0,0,7.1,13
"essf","Otter Creek",1,"3","CC","FB",2000,11,10,1,48,4,0,0,0,17,35
"essf","Otter Creek",1,"4","CC","FB",2000,11,10,2,49.1,0.1,0,0,0,1,63
"essf","Otter Creek",1,"5","CC","FB",2000,11,10,1,128,0,0,0,1,6,23
"essf","Otter Creek",2,"11","CC","FB",2000,11,10,0,70,6.5,0.1,0,0,15,31
"essf","Otter Creek",2,"12","CC","FB",2000,11,10,0,92,3,0,0,0,5,37
"essf","Otter Creek",2,"13","CC","FB",2000,11,10,2,47,2.2,0,0,0,2,15
"essf","Otter Creek",2,"14","CC","FB",2000,11,10,0,119.5,7,0,0,1,1,17
"essf","Otter Creek",2,"15","CC","FB",2000,11,10,0,95,3,0,0,0.1,13,26
"essf","Otter Creek",3,"21","CC","FB",2000,11,10,0.5,90.5,1.2,0,0,0,5,30
"essf","Otter Creek",3,"22","CC","FB",2000,11,10,0.5,82,2.5,2,0,0,5,30
"essf","Otter Creek",3,"23","CC","FB",2000,11,10,1,75,1.5,0,0,0,1,27
"essf","Otter Creek",3,"24","CC","FB",2000,11,10,0,51.7,3,0,0,0,3,18
"essf","Otter Creek",1,"1","CC","FB",2007,18,20,10,95,1,0,0,0,3,110
"essf","Otter Creek",1,"2","CC","FB",2007,18,20,0,219,20,0,0,0,35,70
"essf","Otter Creek",1,"3","CC","FB",2007,18,20,11,52.1,7,0,0,0,7,55
"essf","Otter Creek",1,"4","CC","FB",2007,18,20,0,204,16,0,0,0,15,67
"essf","Otter Creek",1,"5","CC","FB",2007,18,20,1,162.1,0.1,0,0,5,5,46
"essf","Otter Creek",2,"11","CC","FB",2007,18,20,0,82,1.5,2,0,0,15,44
"essf","Otter Creek",2,"12","CC","FB",2007,18,20,0,65,1,0,0,0,3,65
"essf","Otter Creek",2,"13","CC","FB",2007,18,20,3,75,10.5,0,0,0,5,52
"essf","Otter Creek",2,"14","CC","FB",2007,18,20,0,59,5.1,0,0,1,1,65
"essf","Otter Creek",2,"15","CC","FB",2007,18,20,0.1,123.1,0,0,0,0,15,74
"essf","Otter Creek",3,"21","CC","FB",2007,18,20,0,73,0,0,0,0,3,24
"essf","Otter Creek",3,"22","CC","FB",2007,18,20,1.5,40,4,4,0,0,2,67
"essf","Otter Creek",3,"23","CC","FB",2007,18,20,1,60,3.1,0,0,0,1,35
"essf","Otter Creek",3,"24","CC","FB",2007,18,20,1,41.1,3,0,0,0,3.1,71
"essf","Otter Creek",4,"31","CC","SB",1990,1,1,0,9.6,0,0,0,0,0,4.5
"essf","Otter Creek",4,"32","CC","SB",1990,1,1,0,68.6,5.5,0,0,0,0.1,1.5
"essf","Otter Creek",4,"33","CC","SB",1990,1,1,0,8.1,0,0,0,0,0.5,2.5
"essf","Otter Creek",4,"34","CC","SB",1990,1,1,0,20,0.1,0,0,0,0,7.5
"essf","Otter Creek",4,"35","CC","SB",1990,1,1,12,91.5,0,0,0,0,0,18.5
"essf","Otter Creek",4,"36","CC","SB",1990,1,1,0,20,0.5,0,0,0,0,1.5
"essf","Otter Creek",4,"37","CC","SB",1990,1,1,0,36,10.2,0,0,0,0.5,8.5
"essf","Otter Creek",4,"38","CC","SB",1990,1,1,0,24.2,5,0,0,0,1,4.5
"essf","Otter Creek",4,"39","CC","SB",1990,1,1,0,13.3,0.6,0,0,0,0.6,4.1
"essf","Otter Creek",4,"40","CC","SB",1990,1,1,0,20.2,1.1,0,0,0,0.2,4
"essf","Otter Creek",5,"41","CC","SB",1990,1,1,0,33,0,4,0,0,1,5
"essf","Otter Creek",5,"42","CC","SB",1990,1,1,0,51,0,0,0,0.1,4,19
"essf","Otter Creek",5,"43","CC","SB",1990,1,1,0,16.6,0,0,0,0,0,5.1
"essf","Otter Creek",5,"44","CC","SB",1990,1,1,0,21.6,1,0,0,0,0.1,6
"essf","Otter Creek",5,"45","CC","SB",1990,1,1,0,4.8,10.2,0,0,0,0,9.5
"essf","Otter Creek",5,"46","CC","SB",1990,1,1,0,15.2,0,0,0,0,0,13
"essf","Otter Creek",5,"47","CC","SB",1990,1,1,0,8,1.1,0,0,0,0,10
"essf","Otter Creek",5,"48","CC","SB",1990,1,1,0,11.2,3,0,0,0,0.1,3
"essf","Otter Creek",5,"49","CC","SB",1990,1,1,0,28.3,1,0,0,0,3,5
"essf","Otter Creek",5,"50","CC","SB",1990,1,1,0,27.5,0,0,0,0,0.6,2.5
"essf","Otter Creek",4,"31","CC","SB",1994,5,5,0,39.1,2,0,0,0,0.1,6
"essf","Otter Creek",4,"32","CC","SB",1994,5,5,0,46,4.6,0,0,0,1,4
"essf","Otter Creek",4,"33","CC","SB",1994,5,5,0,81,0,0,0,0,0.5,7
"essf","Otter Creek",4,"34","CC","SB",1994,5,5,0,53.5,3,0,0,0,0.5,11
"essf","Otter Creek",4,"35","CC","SB",1994,5,5,5,62,1.1,0,0,0,0,10
"essf","Otter Creek",4,"36","CC","SB",1994,5,5,0,84.5,3.7,0,0,0,1.5,4
"essf","Otter Creek",4,"37","CC","SB",1994,5,5,0,68,5.5,0,0,0.1,1,10
"essf","Otter Creek",4,"38","CC","SB",1994,5,5,0,70.5,12,0,0,0,2,10
"essf","Otter Creek",4,"39","CC","SB",1994,5,5,0,38.6,6.6,0,0,0,2.6,9
"essf","Otter Creek",4,"40","CC","SB",1994,5,5,0,57.1,5.2,0,0,0,5.5,5.5
"essf","Otter Creek",5,"41","CC","SB",1994,5,5,0,65.6,1.6,5,0,0.1,1.5,12
"essf","Otter Creek",5,"42","CC","SB",1994,5,5,0,120.6,0.1,0,0,0.1,10,10.6
"essf","Otter Creek",5,"43","CC","SB",1994,5,5,0,75.2,0.6,0,0,0,1.1,10.5
"essf","Otter Creek",5,"44","CC","SB",1994,5,5,0,26.1,8.5,0,0,0,1.1,14
"essf","Otter Creek",5,"45","CC","SB",1994,5,5,0,22.6,8,0,0,0,1,11
"essf","Otter Creek",5,"46","CC","SB",1994,5,5,0,48,6.1,0,0,0,0,10
"essf","Otter Creek",5,"47","CC","SB",1994,5,5,0,73.1,8,0,0,0,0.5,11
"essf","Otter Creek",5,"48","CC","SB",1994,5,5,0,75.1,5.6,0,0,0,2,5
"essf","Otter Creek",5,"49","CC","SB",1994,5,5,0,63.1,1.1,0,0,0,5.1,8
"essf","Otter Creek",5,"50","CC","SB",1994,5,5,0,78.1,4.1,0,0,0,2.2,12
"essf","Otter Creek",4,"31","CC","SB",2000,11,10,0,38.2,2.1,0,0,0,1,24
"essf","Otter Creek",4,"32","CC","SB",2000,11,10,0.1,68,3.7,0,0,0,1,27
"essf","Otter Creek",4,"33","CC","SB",2000,11,10,1,58.5,0.1,0,0,0,0.5,7
"essf","Otter Creek",4,"34","CC","SB",2000,11,10,0.1,37.6,3,0.1,0,0,1,34
"essf","Otter Creek",4,"35","CC","SB",2000,11,10,18,62.5,2.1,0,0,0,0,17
"essf","Otter Creek",4,"36","CC","SB",2000,11,10,0,70.5,5.1,0,0,0,2,12
"essf","Otter Creek",4,"37","CC","SB",2000,11,10,0.1,47,4.7,0,0,0.1,1,19
"essf","Otter Creek",4,"38","CC","SB",2000,11,10,0,57.1,6.2,0,0,0,2.1,16
"essf","Otter Creek",4,"39","CC","SB",2000,11,10,0,41.1,6.1,0,0,0,5.1,19
"essf","Otter Creek",4,"40","CC","SB",2000,11,10,0,60,2.6,5,0,0,6,26
"essf","Otter Creek",5,"41","CC","SB",2000,11,10,1,44,3.1,5,0,0,2,25
"essf","Otter Creek",5,"42","CC","SB",2000,11,10,1,72.6,1.6,0,0,0.1,10,22
"essf","Otter Creek",5,"43","CC","SB",2000,11,10,1,42.2,1.5,0,0,0,2.1,19
"essf","Otter Creek",5,"44","CC","SB",2000,11,10,1,30,5.5,0,0,0,1,28
"essf","Otter Creek",5,"45","CC","SB",2000,11,10,2,14.3,3,0,0,0,1,18
"essf","Otter Creek",5,"46","CC","SB",2000,11,10,1,24,5.5,0,0,0,0,25
"essf","Otter Creek",5,"47","CC","SB",2000,11,10,1,32.2,8,0,0,0,0.5,21
"essf","Otter Creek",5,"48","CC","SB",2000,11,10,0.5,41.5,9.5,0,0,0,4,20
"essf","Otter Creek",5,"49","CC","SB",2000,11,10,0.5,59.1,3,0,0,0,9,17
"essf","Otter Creek",5,"50","CC","SB",2000,11,10,0.5,38.6,4,0,0,0,5.2,36
"essf","Otter Creek",4,"31","CC","SB",2007,18,20,22,206,14,0,0,0,10,60
"essf","Otter Creek",4,"32","CC","SB",2007,18,20,15,143,12,0,0,0,7,46
"essf","Otter Creek",4,"33","CC","SB",2007,18,20,10,223,10,0,0,0,6,90
"essf","Otter Creek",4,"34","CC","SB",2007,18,20,0,158,19,0,0,5,5,87
"essf","Otter Creek",4,"35","CC","SB",2007,18,20,50,215,15,0,0,0,0,95
"essf","Otter Creek",4,"36","CC","SB",2007,18,20,0.1,56.1,11.1,0,0,0.1,1.1,55.1
"essf","Otter Creek",4,"37","CC","SB",2007,18,20,5,65.1,11.1,0,0,1,1,35
"essf","Otter Creek",4,"38","CC","SB",2007,18,20,1,114.2,5,0,0,0.1,5,47
"essf","Otter Creek",4,"39","CC","SB",2007,18,20,7,168,32,0,0,5,27,79
"essf","Otter Creek",4,"40","CC","SB",2007,18,20,1,72.1,1,10,0,0,15,56
"essf","Otter Creek",5,"41","CC","SB",2007,18,20,1,95.1,1.1,10,0,1,2,55
"essf","Otter Creek",5,"42","CC","SB",2007,18,20,2,51,1.1,0,0,1,8,21
"essf","Otter Creek",5,"43","CC","SB",2007,18,20,5.1,49.2,0.2,0,0,0,5.1,75.5
"essf","Otter Creek",5,"44","CC","SB",2007,18,20,1,69.5,7,0,0,0,1.5,47
"essf","Otter Creek",5,"45","CC","SB",2007,18,20,10,56.1,2.1,0,0,0,0.1,70
"essf","Otter Creek",5,"46","CC","SB",2007,18,20,2.1,51,4,0,0,0,3.1,57
"essf","Otter Creek",5,"47","CC","SB",2007,18,20,1,35.5,3,0,0,0,0.1,50
"essf","Otter Creek",5,"48","CC","SB",2007,18,20,0,38.2,0.3,0,0,0,0.5,50
"essf","Otter Creek",5,"49","CC","SB",2007,18,20,2,70,1,0,0,0,13,35
"essf","Otter Creek",5,"50","CC","SB",2007,18,20,1,27,3,0,0,0,7,50
"ich","Walker Creek",1,"01F1","CC","FB",1987,1,1,0,37.5,1.5,0,0,0,0,0
"ich","Walker Creek",1,"01V1","CC","FB",1987,1,1,0,21,1,0,0,0,0,0
"ich","Walker Creek",1,"01V2","CC","FB",1987,1,1,0,74.5,0.6,0,0,0,0,0
"ich","Walker Creek",1,"01V3","CC","FB",1987,1,1,0,27.6,0.5,0,0,0,0,0.5
"ich","Walker Creek",1,"01V4","CC","FB",1987,1,1,0,10,10,0,0,0,0.5,0
"ich","Walker Creek",1,"02F1","CC","FB",1987,1,1,0,89,1,0,0,0,0,0
"ich","Walker Creek",1,"02V1","CC","FB",1987,1,1,0,70,0,0,0,0,1,0
"ich","Walker Creek",1,"02V2","CC","FB",1987,1,1,0,21.5,0,0,0,0,5,0
"ich","Walker Creek",1,"03F1","CC","FB",1987,1,1,0,42,6.5,0,0,0,0.1,0
"ich","Walker Creek",1,"03V1","CC","FB",1987,1,1,0,30,0.5,0,0,0,0,0
"ich","Walker Creek",1,"03V2","CC","FB",1987,1,1,0,4.5,0.5,0,0,0,1,0
"ich","Walker Creek",1,"04F1","CC","FB",1987,1,1,0,102.1,0.5,0,0,0,0.5,0
"ich","Walker Creek",1,"04F2","CC","FB",1987,1,1,0,68,15,0,0,0,0,0
"ich","Walker Creek",1,"04F3","CC","FB",1987,1,1,0,3.2,2.5,0,0,0,0,0
"ich","Walker Creek",1,"04V2","CC","FB",1987,1,1,0,2.5,0,0,0,0,3,0
"ich","Walker Creek",1,"05V1","CC","FB",1987,1,1,0,61.5,5,0,0,0,0,5
"ich","Walker Creek",1,"06V1","CC","FB",1987,1,1,0,139,2,0,0,0,0.5,0
"ich","Walker Creek",1,"06V2","CC","FB",1987,1,1,0,10.1,0.1,0,0,0,0,0
"ich","Walker Creek",1,"06V3","CC","FB",1987,1,1,0,11.5,12,0,0,0,0,0
"ich","Walker Creek",1,"07F1","CC","FB",1987,1,1,0,95,10,0,0,0,5,2
"ich","Walker Creek",1,"08V1","CC","FB",1987,1,1,0,25,6,0,0,0,0,0
"ich","Walker Creek",1,"08V2","CC","FB",1987,1,1,0,4.2,1.5,0,0,0,0,0
"ich","Walker Creek",1,"09F1","CC","FB",1987,1,1,0,51,10,0,0,0,0,0
"ich","Walker Creek",1,"09F2","CC","FB",1987,1,1,0,30.6,2.5,0,0,0,0,0
"ich","Walker Creek",1,"09F3","CC","FB",1987,1,1,0,25,1.5,0,0,0,0,0
"ich","Walker Creek",1,"10F1","CC","FB",1987,1,1,0,51.5,0.5,0,0,0,0,0
"ich","Walker Creek",1,"10V1","CC","FB",1987,1,1,0,112.5,0.5,0,0,0,0,0
"ich","Walker Creek",1,"11F1","CC","FB",1987,1,1,0,65.5,1.5,0,0,0,0,0
"ich","Walker Creek",1,"11V1","CC","FB",1987,1,1,0,42,16,0,0,0,0,0
"ich","Walker Creek",2,"01F1","CC","FB",1987,1,1,0,33.5,2.5,0,0,0,0,0
"ich","Walker Creek",2,"01V1","CC","FB",1987,1,1,0,47.1,17,0,0,0,0,0
"ich","Walker Creek",2,"01V2","CC","FB",1987,1,1,0,11.5,0.5,0,0,0,0,0
"ich","Walker Creek",2,"01V3","CC","FB",1987,1,1,0,79.1,0.6,0,0,0,1,0
"ich","Walker Creek",2,"01V4","CC","FB",1987,1,1,0,18.5,1,0,0,0,0,0
"ich","Walker Creek",2,"02F1","CC","FB",1987,1,1,0,117.5,0,0,0,0,1,0
"ich","Walker Creek",2,"02V1","CC","FB",1987,1,1,0,35.5,2.5,0,0,0,0,0
"ich","Walker Creek",2,"02V2","CC","FB",1987,1,1,0,28.5,1.5,0,0,0,0,0
"ich","Walker Creek",2,"03F1","CC","FB",1987,1,1,0,92,0,0,0,0,2,0
"ich","Walker Creek",2,"03V1","CC","FB",1987,1,1,0,97.6,0.5,0,0,0,0,0
"ich","Walker Creek",2,"03V2","CC","FB",1987,1,1,0,32.5,1,0,0,0,0,0
"ich","Walker Creek",2,"04F1","CC","FB",1987,1,1,0,16,2,0,0,0,0,0
"ich","Walker Creek",2,"04F2","CC","FB",1987,1,1,0,65,1,0,0,0,0,0
"ich","Walker Creek",2,"04F3","CC","FB",1987,1,1,0,22,5.5,0,0,0,0,0
"ich","Walker Creek",2,"04V1","CC","FB",1987,1,1,0,100.5,2.6,0,0,0,2,0
"ich","Walker Creek",2,"04V2","CC","FB",1987,1,1,0,41,20.1,0,0,0,0,0
"ich","Walker Creek",2,"05V1","CC","FB",1987,1,1,0,191.1,0.5,0,0,0,1,0
"ich","Walker Creek",2,"06V1","CC","FB",1987,1,1,0,42,0.5,0,0,0,0,0
"ich","Walker Creek",2,"06V2","CC","FB",1987,1,1,0,55,7.5,0,0,0,0,0
"ich","Walker Creek",2,"06V3","CC","FB",1987,1,1,0,64,1.5,0,0,0,0,0
"ich","Walker Creek",2,"08V1","CC","FB",1987,1,1,0,91.1,0,0,0,0,1,0
"ich","Walker Creek",2,"08V2","CC","FB",1987,1,1,0,89,1.5,0,0,0,0,0
"ich","Walker Creek",2,"09F1","CC","FB",1987,1,1,0,100,0.1,0,0,0,0,0
"ich","Walker Creek",2,"09F2","CC","FB",1987,1,1,0,42,21,0,0,0,0,0
"ich","Walker Creek",2,"09F3","CC","FB",1987,1,1,0,128.5,6,0,0,0,0,0
"ich","Walker Creek",2,"10F1","CC","FB",1987,1,1,0,71,2.5,0,0,0,0,0
"ich","Walker Creek",3,"01V1","CC","FB",1987,1,1,0,79.1,1,0,0,0,1,0
"ich","Walker Creek",3,"01V2","CC","FB",1987,1,1,0,103.5,0.5,0,0,0,1,0
"ich","Walker Creek",3,"02F1","CC","FB",1987,1,1,0,12.6,0.5,0,0,0,0,15
"ich","Walker Creek",3,"02F2","CC","FB",1987,1,1,0,78,6,0,0,0,0,0
"ich","Walker Creek",3,"02V1","CC","FB",1987,1,1,0,56,0.5,0,0,0,0.5,0
"ich","Walker Creek",3,"03F1","CC","FB",1987,1,1,0,29,6,0,0,0,0,0
"ich","Walker Creek",3,"03V1","CC","FB",1987,1,1,0,20,1,0,0,0,0,0.5
"ich","Walker Creek",3,"04V1","CC","FB",1987,1,1,0,46,2.5,0,0,0,0,0
"ich","Walker Creek",3,"04V2","CC","FB",1987,1,1,0,28,5,0,0,0,0,0
"ich","Walker Creek",3,"05F1","CC","FB",1987,1,1,0,65.5,25.5,0,0,0,0,0
"ich","Walker Creek",3,"05F2","CC","FB",1987,1,1,0,128.5,0.5,0,0,0,10,0
"ich","Walker Creek",3,"05V1","CC","FB",1987,1,1,0,27.6,12,0,0,0,0,0
"ich","Walker Creek",3,"06V1","CC","FB",1987,1,1,0,100.7,2,0,0,0,0,0
"ich","Walker Creek",3,"07F1","CC","FB",1987,1,1,0,100.5,0.5,0,0,0,0.5,0
"ich","Walker Creek",3,"07V1","CC","FB",1987,1,1,0,38,6,0,0,0,0,0
"ich","Walker Creek",3,"07V2","CC","FB",1987,1,1,0,32,2,0,0,0,0,0
"ich","Walker Creek",3,"08V1","CC","FB",1987,1,1,0,85,0.5,0,0,0,5,0
"ich","Walker Creek",3,"08V2","CC","FB",1987,1,1,0,30,6,0,0,0,0,0
"ich","Walker Creek",3,"09V1","CC","FB",1987,1,1,0,43,3,0,0,0,0,0
"ich","Walker Creek",3,"10F1","CC","FB",1987,1,1,0,81.5,2.1,0,0,0,0,0
"ich","Walker Creek",3,"10F2","CC","FB",1987,1,1,0,104,0,0,0,0,0,0
"ich","Walker Creek",3,"10V1","CC","FB",1987,1,1,0,95,0.5,0,0,0,0,0
"ich","Walker Creek",3,"11F1","CC","FB",1987,1,1,0,67,0,0,0,0,5,0
"ich","Walker Creek",3,"11V2","CC","FB",1987,1,1,0,20,15.5,0,0,0,0,0
"ich","Walker Creek",4,"01V1","CC","FB",1987,1,1,0,69.5,0.5,0,0,0,0.5,0
"ich","Walker Creek",4,"02F1","CC","FB",1987,1,1,0,87.5,2,0,0,0,0,0
"ich","Walker Creek",4,"02F2","CC","FB",1987,1,1,0,41,11,0,0,0,0,0
"ich","Walker Creek",4,"03V1","CC","FB",1987,1,1,0,90,5.5,0,0,0,0,0
"ich","Walker Creek",4,"03V2","CC","FB",1987,1,1,0,28.5,1.5,0,0,0,0,0
"ich","Walker Creek",4,"04F1","CC","FB",1987,1,1,0,1,0,0,0,0,0,0
"ich","Walker Creek",4,"04V2","CC","FB",1987,1,1,0,10,1,0,0,0,0,0
"ich","Walker Creek",4,"05F1","CC","FB",1987,1,1,0,18.5,1,0,0,0,0,0
"ich","Walker Creek",4,"05V1","CC","FB",1987,1,1,0,57,6,0,0,0,0,0
"ich","Walker Creek",4,"05V2","CC","FB",1987,1,1,0,82,0.5,0,0,0,0,0
"ich","Walker Creek",4,"06V1","CC","FB",1987,1,1,0,96.5,10,0,0,0,0,0
"ich","Walker Creek",4,"06V2","CC","FB",1987,1,1,0,116.1,3.5,0,0,0,0,0
"ich","Walker Creek",4,"07F1","CC","FB",1987,1,1,0,102,1.5,0,0,0,0,0
"ich","Walker Creek",4,"07F2","CC","FB",1987,1,1,0,93.5,0.5,0,0,0,0,0
"ich","Walker Creek",4,"07V1","CC","FB",1987,1,1,0,65.5,2,0,0,0,0,0
"ich","Walker Creek",4,"08F1","CC","FB",1987,1,1,0,115,5,0,0,0,0,0
"ich","Walker Creek",4,"08F2","CC","FB",1987,1,1,0,19,0,0,0,0,0.5,0
"ich","Walker Creek",4,"08V1","CC","FB",1987,1,1,0,62.5,17,0,0,0,0,0
"ich","Walker Creek",4,"09F1","CC","FB",1987,1,1,0,87,0,0,0,0,0,0
"ich","Walker Creek",4,"09V1","CC","FB",1987,1,1,0,126,0,0,0,0,0,0
"ich","Walker Creek",4,"09V3","CC","FB",1987,1,1,0,52.5,3,0,0,0,0,0
"ich","Walker Creek",4,"10F1","CC","FB",1987,1,1,0,75.6,6,0,0,0,0,0
"ich","Walker Creek",4,"11F1","CC","FB",1987,1,1,0,27.5,0,0,0,0,0,0
"ich","Walker Creek",4,"11V1","CC","FB",1987,1,1,0,91,1,0,0,0,0,0
"ich","Walker Creek",4,"11V2","CC","FB",1987,1,1,0,65.5,5,0,0,0,0,0
"ich","Walker Creek",5,"01V1","CC","FB",1987,1,1,0,67.5,3.5,0,0,0,0.5,0
"ich","Walker Creek",5,"01V2","CC","FB",1987,1,1,0,47.5,1,0,0,0,0.5,0
"ich","Walker Creek",5,"01V3","CC","FB",1987,1,1,0,59.5,5.5,0,0,0,0,0
"ich","Walker Creek",5,"01V4","CC","FB",1987,1,1,0,71.5,15.5,0,0,0,0,0
"ich","Walker Creek",5,"02V1","CC","FB",1987,1,1,0,53,0.5,0,0,0,0.5,0.5
"ich","Walker Creek",5,"03F1","CC","FB",1987,1,1,0,57.5,16,0,0,0,1,0
"ich","Walker Creek",5,"03F2","CC","FB",1987,1,1,0,74.5,0,0,0,0,0,5
"ich","Walker Creek",5,"03V1","CC","FB",1987,1,1,0,30.5,5,0,0,0,0,0
"ich","Walker Creek",5,"04F1","CC","FB",1987,1,1,0,88.5,0,0,0,0,1,0
"ich","Walker Creek",5,"04F2","CC","FB",1987,1,1,0,52.5,16,0,0,0,0,0
"ich","Walker Creek",5,"05F1","CC","FB",1987,1,1,0,19,15.5,0,0,0,0,0
"ich","Walker Creek",5,"05V1","CC","FB",1987,1,1,0,111,1,0,0,0,0,0
"ich","Walker Creek",5,"05V2","CC","FB",1987,1,1,0,42,0.5,0,0,0,1,0
"ich","Walker Creek",5,"06F1","CC","FB",1987,1,1,0,39,2,0,0,0,0,0
"ich","Walker Creek",5,"06F2","CC","FB",1987,1,1,0,43,7,0,0,0,0,0
"ich","Walker Creek",5,"07V1","CC","FB",1987,1,1,0,86.1,7,0,0,0,1,0
"ich","Walker Creek",5,"07V2","CC","FB",1987,1,1,0,31.5,6,0,0,0,0,0
"ich","Walker Creek",5,"08F1","CC","FB",1987,1,1,0,67,5,0,0,0,0.5,0
"ich","Walker Creek",5,"08F2","CC","FB",1987,1,1,0,52,11,0,0,0,0,0
"ich","Walker Creek",5,"09F1","CC","FB",1987,1,1,0,105.5,1.5,0,0,0,0,0
"ich","Walker Creek",5,"09V1","CC","FB",1987,1,1,0,34.5,6.5,0,0,0,1,0
"ich","Walker Creek",5,"10V2","CC","FB",1987,1,1,0,87.5,1.5,0,0,0,1,0
"ich","Walker Creek",5,"10V3","CC","FB",1987,1,1,0,21.5,1.5,0,0,0,1,1
"ich","Walker Creek",5,"11V1","CC","FB",1987,1,1,0,71,11.5,0,0,0,0,0
"ich","Walker Creek",5,"11V2","CC","FB",1987,1,1,0,50.5,3,0,0,0,0,0
"ich","Walker Creek",5,"11V3","CC","FB",1987,1,1,0,40,2,0,0,0,0,0
"ich","Walker Creek",1,"01F1","CC","FB",1991,5,5,0,145,14,0,0,0,0,0
"ich","Walker Creek",1,"01V1","CC","FB",1991,5,5,0,75,3,0,0,0,0,0
"ich","Walker Creek",1,"01V2","CC","FB",1991,5,5,3,161.5,0.5,0,0,0,0,0
"ich","Walker Creek",1,"01V3","CC","FB",1991,5,5,0,133,10,0,0,0,0,2
"ich","Walker Creek",1,"01V4","CC","FB",1991,5,5,0,65,2.5,0,0,0,20,3
"ich","Walker Creek",1,"02F1","CC","FB",1991,5,5,0,155,2,0,0,0,0,0
"ich","Walker Creek",1,"02V1","CC","FB",1991,5,5,0,160,0,0,0,0,5,0
"ich","Walker Creek",1,"02V2","CC","FB",1991,5,5,0,47,4.5,32,0,0,1,0
"ich","Walker Creek",1,"03F1","CC","FB",1991,5,5,0,95,0,0,0,0,0.5,0
"ich","Walker Creek",1,"03V1","CC","FB",1991,5,5,0,43.5,1,0,0,0,1,0.5
"ich","Walker Creek",1,"03V2","CC","FB",1991,5,5,0,22,0.5,0,0,0,80,3
"ich","Walker Creek",1,"04F1","CC","FB",1991,5,5,0,94.5,2,0,0,0,25,0
"ich","Walker Creek",1,"04F2","CC","FB",1991,5,5,0,84,55,0,0,0,0,0
"ich","Walker Creek",1,"04F3","CC","FB",1991,5,5,0,3.5,4.5,2,0,0,0,0
"ich","Walker Creek",1,"04V2","CC","FB",1991,5,5,0,18,16,2,0,0,75,0
"ich","Walker Creek",1,"05V1","CC","FB",1991,5,5,0,78,2,100,0,0,0,50
"ich","Walker Creek",1,"06V1","CC","FB",1991,5,5,0,166.5,10,50,0,0,1,0
"ich","Walker Creek",1,"06V2","CC","FB",1991,5,5,0,95,22,0.5,0,0,0,0
"ich","Walker Creek",1,"06V3","CC","FB",1991,5,5,0,36.5,22,0,0,0,0.5,0
"ich","Walker Creek",1,"07F1","CC","FB",1991,5,5,0,191.5,0,0,0,0,3,12
"ich","Walker Creek",1,"08V1","CC","FB",1991,5,5,0,193,0.5,0,0,0,0,0
"ich","Walker Creek",1,"08V2","CC","FB",1991,5,5,0,56,12.5,0,0,0,0,0
"ich","Walker Creek",1,"09F1","CC","FB",1991,5,5,0,215,17,0,0,0,0,0
"ich","Walker Creek",1,"09F2","CC","FB",1991,5,5,0,80,13,0,0,0,0,0
"ich","Walker Creek",1,"09F3","CC","FB",1991,5,5,1,111.5,1,0,0,0,0,0
"ich","Walker Creek",1,"10F1","CC","FB",1991,5,5,0,162,2,0,0,0,0,0
"ich","Walker Creek",1,"10V1","CC","FB",1991,5,5,0,137.5,2,0,0,0,0,5
"ich","Walker Creek",1,"11F1","CC","FB",1991,5,5,0,111.5,8.5,0,0,0,0,0
"ich","Walker Creek",1,"11V1","CC","FB",1991,5,5,0,90.5,35,0,0,0,0,0
"ich","Walker Creek",2,"01F1","CC","FB",1991,5,5,0,161,1.5,0,0,0,0,0
"ich","Walker Creek",2,"01V1","CC","FB",1991,5,5,0,104,12.5,0,0,0,3,0
"ich","Walker Creek",2,"01V2","CC","FB",1991,5,5,0,104,5.5,0,0,0,0,0.5
"ich","Walker Creek",2,"01V3","CC","FB",1991,5,5,0,136,3.5,0,0,1,2,0
"ich","Walker Creek",2,"01V4","CC","FB",1991,5,5,0,166.5,2,0,0,0,1,0
"ich","Walker Creek",2,"02F1","CC","FB",1991,5,5,1,138,0.5,0,0,0,5,0
"ich","Walker Creek",2,"02V1","CC","FB",1991,5,5,0,102,2,0,0,0,0,0
"ich","Walker Creek",2,"02V2","CC","FB",1991,5,5,1,104,26,0,0,0,0,0
"ich","Walker Creek",2,"03F1","CC","FB",1991,5,5,0,185.5,0.5,0,0,0,0,0
"ich","Walker Creek",2,"03V1","CC","FB",1991,5,5,0,134,0.5,0,0,0,0,0
"ich","Walker Creek",2,"03V2","CC","FB",1991,5,5,0,142,0,0,0,0,1,0
"ich","Walker Creek",2,"04F1","CC","FB",1991,5,5,0,84,19.5,0,0,0,1,0
