code,spp,authority,name,genus,family,order,class,division,kingdom,depth.root,vigour.sprout,spread.rate,AM,ECM,ERM,MIX,seed.size,seed.quant,seed.disp,seed.long,height,dur.plant,dur.leaf,n.fix,gsm1,gsm2,gsm3,gsm4,gsm5,light.index,latesnow.melt,alptundra,montboreal,subalpboreal,cooltemp,coolmeso,semiarid
EQUISCI,Equisetum scirpoides,Michx.,dwarf scouring-rush,Equisetum,Equisetaceae,Equisetales,Equisetopsida,Pteridophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0,1,1,0.333333333,0,1,0,0,0,1,0,0,0.5,0.4,0,1,1,1,1,0,0
EQUISYL,Equisetum sylvaticum,L.,wood horsetail,Equisetum,Equisetaceae,Equisetales,Equisetopsida,Pteridophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0,1,1,0.333333333,0,1,0,0,0,1,0,0,0,0.4,0,0,1,0.5,1,0,0
EURYCON,Eurybia conspicua,(Lindl.) Á. Löve & D. Löve,showy aster,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0,0,0,1,0.5,0,0,0.6,0,0,0,0.5,1,0,1
FESTOCC,Festuca occidentalis,Hook.,western fescue,Festuca,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.75,0.5,0.666666667,0,1,0,0,1,0.5,0,0,0,0.6,0,0,0,0.5,1,1,1
FRAGVIR,Fragaria virginiana,Duchesne,wild strawberry,Fragaria,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0.5,0,0,0.5,1,0,0,0.8,0,0.5,1,1,1,1,1
GALIBOR,Galium boreale,L.,northern bedstraw,Galium,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.5,0.5,0.25,0.666666667,0,1,0,0,0,1,0,0,0,0.6,0,0,1,1,1,0.5,1
GALIKAM,Galium kamtschaticum,Steller ex Schult. & Schult.,boreal bedstraw,Galium,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0,1,0,0,0,0.5,0.25,0.25,0.666666667,0,1,0,0,0,1,0,0,0,0.4,0,0,0,0.5,1,1,0
GALITRF,Galium triflorum,Michx.,sweet-scented bedstraw,Galium,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0.3,1,0,0,0,0.5,0.5,0.5,1,0,1,0,0,0,1,0,0,0,0.4,0,0,1,0.5,1,1,0.5
GEOCLIV,Geocaulon lividum,(Richards.) Fern.,false toad-flax,Geocaulon,Santalaceae,Santalales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0,0,0,1,0.75,0.25,0.5,0.666666667,0,1,0,0,1,0,0,0,0,0.6,0,0,1,0.5,1,0,0.5
GERABIC,Geranium bicknellii,Britt.,Bicknell's geranium,Geranium,Geraniaceae,Geraniales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0,1,0,0,0,0.5,0.5,0.5,1,0,0.5,0,0,0,0,1,0,0,1,0,0,1,0,1,0.5,0
GEUMMAC,Geum macrophyllum,Willd.,large-leaved avens,Geum,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0.5,0,0,0,1,0,0,0.6,0,0,0.5,1,1,1,0
GOODOBL,Goodyera oblongifolia,Raf.,rattlesnake-plantain,Goodyera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.1,0.3,0,0,0,0,1,0,0.5,1,0.333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
GOODREP,Goodyera repens,(L.) R. Br.,dwarf rattlesnake orchid,Goodyera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.1,0.3,0,0,0,0,1,0,0.5,1,0.333333333,0,1,1,0,1,0,0,0,0,0.2,0,0,1,1,1,0,0
GYMNDRY,Gymnocarpium dryopteris,(L.) Newman,oak fern,Gymnocarpium,Polypodiaceae,Polypodiales,Pteridopsida,Pteridophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.3,0,0,1,1,1,1,0
HERAMAX,Heracleum maximum,Bartr.,cow-parsnip,Heracleum,Apiaceae,Apiales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.7,0,1,1,1,1,1,0.5
HEUCCHL,Heuchera chlorantha,Piper,meadow alumroot,Heuchera,Saxifragaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0,1,0,0,0,0.25,0.75,0.5,0.666666667,0,1,0.5,0,0,0,1,0.5,0,0.8,0,0,0,0.5,1,1,0
HIERALB,Hieracium albiflorum,Hook.,white hawkweed,Hieracium,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.3,0,1,0,0,0,0.5,0.5,0.75,0.666666667,0,1,0.5,0,0,0,1,0,0,0.8,0,0,0,1,1,1,1
HIERAUR,Hieracium aurantiacum,L.,orange-red king devil,Hieracium,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0.5,0,0,0,1,0,0,0.8,0,0,0.5,0.5,1,1,1
HIERGRA,Hieracium gracile,Hook.,slender hawkweed,Hieracium,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0.5,0,0,0,1,0,0,0.8,0,1,0.5,1,0.5,0,0
HIERSCO,Hieracium scouleri,Hook.,Scouler's hawkweed,Hieracium,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0.5,0,0,0,1,0,0,0.8,0,0,0,0,0.5,0.5,1
HIERUMB,Hieracium umbellatum,L.,narrow-leaved hawkweed,Hieracium,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0.5,0,0,0,1,0,0,0.8,0,0,1,1,1,1,1
HUPEOCC,Huperzia occidentalis,(Clute) Kartesz & Gandhi,western fir clubmoss,Huperzia,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Lycopodiophyta,Plantae,0.3,0.3,0.3,1,0,0,0,0,1,1,0.666666667,0,1,1,0,1,0,0,0,0,0.2,0,0,1,1,1,1,0
JUNC_SP,Juncus sp.,,unidentified rush,Juncus,Juncaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.25,0.5,0.5,1,0,1,0,0,0,0,0.5,0,1,0.8,0,1,1,1,1,1,1
LEPTPYR,Leptarrhena pyrolifolia,(D. Don) R. Br. ex Ser.,leatherleaf saxifrage,Leptarrhena,Saxifragaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0.3,1,0,0,0,0.25,0.5,0.25,0.666666667,0,1,1,0,0,0,0,0,1,0.8,1,1,0.5,1,0,0,0
LEUCVUL,Leucanthemum vulgare,Lam.,oxeye daisy,Leucanthemum,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.75,0.75,1,0,1,0.5,0,0,0,1,0,0,0.8,0,0,1,1,1,1,1
LINNBOR,Linnaea borealis,L.,twinflower,Linnaea,Caprifoliaceae,Dipsacales,Magnoliopsida,Magnoliophyta,Plantae,0.1,0.3,0.6,1,0,0,0,0.5,0.25,0.5,0.666666667,0,1,1,0,1,0,0,0,0,0.4,0,0,1,1,1,1,0
LISTCOR,Listera cordata,(L.) R. Br.,heart-leaved twayblade,Listera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.1,0.3,0,0,0,0,1,0,0.75,1,0.666666667,0,1,0,0,0,1,0,0,0,0.2,0,0,1,1,1,1,0
LONIINV,Lonicera involucrata,(Richards.) Banks ex Spreng.,black twinberry,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.5,0.5,0.666666667,0.4,1,0,0,0,1,0,0,0.5,0.4,0,0,1,0.5,1,1,0.5
LUPIARC,Lupinus arcticus,S. Wats.,Arctic lupine,Lupinus,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,0.5,0,0,0,0.75,0.5,0.25,1,0,1,0,1,0,1,0.5,0,0,0.8,0,1,1,1,0.5,0,0
LUZUPAR,Luzula parviflora,(Ehrh.) Desv.,small-flowered wood-rush,Luzula,Juncaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,0.5,0,0,0,0.5,0.5,0.25,1,0,1,0,0,0,0.5,1,0,0,0.8,0,1,1,1,1,1,0
LYCOANN,Lycopodium annotinum,L.,stiff club-moss,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Lycopodiophyta,Plantae,0.3,0.3,0.6,0.5,0,0,0,0,1,1,0.666666667,0,1,1,0,1,0,0,0,0,0.4,0,0,1,1,1,0.5,0
LYCOCLA,Lycopodium clavatum,L.,running club-moss,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Lycopodiophyta,Plantae,0.3,0.3,0.6,0.5,0,0,0,0,1,1,0.666666667,0,1,1,0,1,0,0,0,0,0.2,0,0.5,1,1,1,1,0
LYCODEN,Lycopodium dendroideum,Michx.,ground-pine,Lycopodium,Lycopodiaceae,Lycopodiales,Lycopodiopsida,Lycopodiophyta,Plantae,0.3,0.3,0.6,0.5,0,0,0,0,1,1,0.666666667,0,1,1,0,1,0,0,0,0,0.2,0,0,0.5,0.5,1,1,0
MAIACAN,Maianthemum canadense,Desf.,wild lily-of-the-valley,Maianthemum,Ruscaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,1,0.5,0,0,0,0.4,0,0,1,0,1,0,0
MAIARAC,Maianthemum racemosum,(L.) Link,false Solomon's-seal,Maianthemum,Ruscaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.6,0,0,0,0.5,1,1,0.5
MAIASTE,Maianthemum stellatum,(L.) Link,star-flowered false Solomon's-seal,Maianthemum,Ruscaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.6,0,0,1,1,1,1,1
MELALIN,Melampyrum lineare,Desr.,cow-wheat,Melampyrum,Scrophulariaceae,Scrophulariales,Magnoliopsida,Magnoliophyta,Plantae,0.1,0.3,0,0.5,0,0,0,0.5,0.25,0.25,0.666666667,0,0,0,0,1,0,0,0,0,0.4,0,0,0,0,1,1,0.5
MENZFER,Menziesia ferruginea,Sm.,false azalea,Menziesia,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.5,0.6,0,0,1,0,0.25,0.75,0.25,0.666666667,0.4,1,0,0,1,0,0,0,0,0.6,0,0,0,1,1,1,0
MITEBRE,Mitella breweri,A.Gray,brewer's mitrewort,Mitella,Saxifragaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0.3,1,0,0,0,0.5,0,0.25,0.666666667,0,1,0.5,0,0,1,0,0,0,0.4,0,0,0,1,1,0,0
MITENUD,Mitella nuda,L.,common mitrewort,Mitella,Saxifragaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0.6,1,0,0,0,0.5,0,0.25,0.666666667,0,1,0.5,0,0,1,0,0,0,0.4,0,0,1,1,1,0,0
MITEPEN,Mitella pentandra,Hook.,five-stamened mitrewort,Mitella,Saxifragaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0.25,0,0.25,0.666666667,0,1,0.5,0,0,1,0,0,0,0.6,0,0.5,0.5,1,1,0.5,0
MONEUNI,Moneses uniflora,(L.) A. Gray,single delight,Moneses,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.1,0.3,0.3,0,0,0,1,0,0.5,0.25,0.666666667,0,1,1,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0
ONOPACA,Onopordum acanthium,L.,Scotch thistle,Onopordum,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.3,0,1,0,0,0,0.75,0.75,0.75,0.666666667,0,0.5,0.5,0,0,0,1,0,0,0.8,0,0,0,0,1,1,0
OPLOHOR,Oplopanax horridus,(Smith) Miq.,devil's club,Oplopanax,Araliaceae,Apiales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.3,0.3,1,0,0,0,0.75,0.25,0.5,0.666666667,0.4,1,0,0,0,1,0,0,0,0.2,0,0,0,0.5,1,1,0
ORTHSEC,Orthilia secunda,(L.) House,one-sided wintergreen,Orthilia,Pyrolaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0.3,0,0,0,1,0,0,1,0.333333333,0,1,1,0,1,0,0,0,0,0.2,0,0,1,1,1,1,0
ORYZASP,Oryzopsis asperifolia,Michx.,rough-leaved ricegrass,Oryzopsis,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0.5,0,1,0.5,0,0,0,0.6,0,0,0,0.5,1,0,0.5
OSMOBER,Osmorhiza berteroi,DC.,mountain sweet-cicely,Osmorhiza,Apiaceae,Apiales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.4,0,0,1,0.5,1,1,1
PAXIMYR,Paxistima myrsinites,(Pursh) Raf.,falsebox,Paxistima,Celastraceae,Celastrales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.25,0.5,0.25,0.666666667,0.4,1,1,0,1,0,0,0,0,0.4,0,0,0,0.5,1,0.5,0.5
PEDIBRA,Pedicularis bracteosa,Benth.,bracted lousewort,Pedicularis,Orobanchaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,0.5,0,0,0,0.5,0.5,0.25,0.666666667,0,1,0,0,0,1,0,0,0,0.6,1,1,0.5,1,0.5,0.5,0
PETAFRI,Petasites frigidus,(L.) Fries,sweet coltsfoot,Petasites,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,0.5,0,0,0,0.5,0.5,0.75,0.333333333,0,1,0,0,0,0,0.5,0,1,0.6,0,1,1,1,0.5,0.5,0
PETAPAL,Petasites palmatus,(L.) Fries,palmate coltsfoot,Petasites,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,1,1,0,0,0,0.5,0.5,0.75,0.333333333,0,1,0,0,0,1,0.5,0,0,0.4,0,0,1,1,1,0.5,0
PETASAG,Petasites sagittatus,(Banks ex Pursh) A. Gray,arrow-leaved coltsfoot,Petasites,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.25,0.5,0.75,0.333333333,0,1,0,0,0,0,0,0,1,0.6,0,0,1,1,1,0,0
PHLEALP,Phleum alpinum,L.,alpine timothy,Phleum,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0,0,0,1,0.5,0,0,0.8,1,1,1,1,0.5,0,0
PHLEPRA,Phleum pratense,L.,common timothy,Phleum,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0,0,0,0.5,1,0,0,0.8,0,0,0.5,0.5,1,1,1
PICEENE,Picea engelmannii x glauca,Parry ex Engelm.,hybrid white spruce,Picea,Pinaceae,Pinales,Pinopsida,Pinophyta,Plantae,1,0,0,0,1,0,0,0.5,0.75,0.5,0.333333333,1,1,1,0,1,0.5,0,0,0,0.4,0,0.5,0.5,1,1,0,0.5
PINUCON,Pinus contorta,Dougl. ex Loud.,lodgepole pine,Pinus,Pinaceae,Pinales,Pinopsida,Pinophyta,Plantae,1,0,0,0,1,0,0,0.75,0.75,0.5,1,1,1,1,0,1,0,0,0,0,0.8,0,0.5,1,1,1,1,1
PLATAQU,Platanthera aquilonis,Sheviak,northern green rein orchid,Platanthera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0,0,0,1,0,0.5,1,0.666666667,0,1,0,0,0,0,0,0,1,0.2,0,1,1,1,1,0.5,0
PLATOBT,Platanthera obtusata,(Banks ex Pursh) Lindl.,one-leaved rein orchid,Platanthera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0,0,0,1,0,0.5,1,0.666666667,0,1,0,0,1,0,0,0,0,0.2,0,0,1,1,1,0,0
PLATORB,Platanthera orbiculata,(Pursh) Lindl.,large round-leaved rein orchid,Platanthera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0,0,0,1,0,0.5,1,0.666666667,0,1,0,0,1,0,0,0,0,0.4,0,0,1,1,1,1,0
PLATSTR,Platanthera stricta,Lindl.,slender rein orchid,Platanthera,Orchidaceae,Asparagales,Liliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0,0,0,1,0,0.5,1,0.666666667,0,1,0,0,1,0,0,0,0.5,0.2,0,0,0,1,1,1,0
POAPAL,Poa palustris,L.,fowl bluegrass,Poa,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.6,1,0.6,1,0,0,0,0.5,0.5,0.25,0.666666667,0,1,0.5,0,0,0.5,0,0,1,0.8,0,0.5,1,0.5,1,1,1
POAPRA,Poa pratensis,L.,Kentucky bluegrass,Poa,Poaceae,Poales,Liliopsida,Magnoliophyta,Plantae,0.3,1,1,1,0,0,0,0.5,0.5,0.25,0.666666667,0,1,0.5,0,0,0.5,1,0,0,0.8,0,0.5,1,1,1,1,1
POPUBAL,Populus balsamifera,L.,balsam poplar,Populus,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae,1,1,0.3,0,1,0,0,0.5,1,0.75,0.333333333,1,1,0,0,0,0.5,1,0,0,0.8,0,0,1,0.5,1,1,1
POPUTRE,Populus tremuloides,Michx.,trembling aspen,Populus,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae,1,1,1,0.5,1,0,0,0.5,0.75,0.75,0.333333333,1,1,0,0,0,1,0,0,0,0.8,0,0,1,0.5,1,0.5,1
PROSHOO,Prosartes hookeri,Torr.,Hooker's fairybells,Prosartes,Liliaceae,Liliales,Liliopsida,Magnoliophyta,Plantae,0.6,0.6,0.6,1,0,0,0,0.75,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.4,0,0,0,0,1,1,0.4
PRUNPEN,Prunus pensylvanica,L. f.,pin cherry,Prunus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0.3,1,0.5,0,0,0.75,0.5,0.5,1,0.6,1,0,0,0,1,0.5,0,0,0.8,0,0,1,0,1,0,1
PRUNVUL,Prunella vulgaris,L.,self-heal,Prunella,Lamiaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.5,0.5,0.25,1,0,1,0.5,0,0,0.5,1,0,0,0.8,0,0,0,0,1,1,1
PSEUMEG,Pseudotsuga menziesii var. glauca,(Mirbel) Franco,interior Douglas-fir,Pseudotsuga,Pinaceae,Pinales,Pinopsida,Pinophyta,Plantae,1,0,0,0.3,1,0,0,0.75,0.75,0.5,0.333333333,1,1,1,0,1,0.5,0,0,0,0.6,0,0,0,0,1,1,1
PTERAQU,Pteridium aquilinum,(L.) Kuhn,bracken fern,Pteridium,Dennstaedtiaceae,Polypodiales,Pteridopsida,Pteridophyta,Plantae,0.6,1,1,1,0,0,0,0,1,1,0.666666667,0,1,0,0,0,1,0.5,0,0,0.6,0,0,0,0.5,1,1,0
PYROASA,Pyrola asarifolia,Michx.,pink wintergreen,Pyrola,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,0,0,0,1,0.25,0.5,0.75,0.333333333,0,1,1,0,0.5,1,0,0,0,0.6,0,0,1,0.5,1,1,0.5
PYROCHL,Pyrola chlorantha,Sw.,green wintergreen,Pyrola,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.1,0.3,0.3,0,0,0,1,0.25,0.5,0.75,0.333333333,0,1,1,0,1,0,0,0,0,0.2,0,0,1,1,1,0.5,0
PYROMIN,Pyrola minor,L.,lesser wintergreen,Pyrola,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.1,0.3,0.3,0,0,0,1,0.25,0.5,0.75,0.333333333,0,1,1,0,1,0,0,0,0,0.2,0,0,1,0.5,1,1,0
RANU_SP,Ranunculus sp.,,unidentified buttercup,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0.5,0.5,0.5,1,0,1,0,0,0,0,1,0,0.5,0.8,0,1,1,1,1,1,1
RHINMIN,Rhinanthus minor,L.,yellow rattle,Rhinanthus,Orobanchaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.3,0,0.5,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0,0,0.5,1,0,0,1,0,0,1,1,1,1,1
RHODALB,Rhododendron albiflorum,Hook.,white-flowered rhododendron,Rhododendron,Ericaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.3,0.6,0,0,1,0,0.25,0.75,0.5,0.333333333,0.4,1,0,0,1,0,0,0,0,0.6,1,0.5,0,1,0,0,0
RIBEGLA,Ribes glandulosum,Grauer,skunk currant,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0.5,0.5,0.5,1,0.2,1,0,0,0,1,0.5,0,0,0.6,0,0,1,1,1,0,0
RIBEHUD,Ribes hudsonianum,Richards.,northern blackcurrant,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0.5,0.5,0.5,1,0.2,1,0,0,0,1,0,0,0,0.6,0,0,1,1,1,0,0
RIBELAC,Ribes lacustre,(Pers.) Poir.,black gooseberry,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.5,0.5,0.5,1,0.4,1,0,0,0,1,0,0,0,0.6,0,0,1,1,1,1,0
RIBELAX,Ribes laxiflorum,Pursh,trailing black currant,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.3,1,0,0,0,0.5,0.5,0.5,1,0.4,1,0,0,0,0.5,1,0,0,0.6,0,0,1,1,1,1,0
RIBEOXY,Ribes oxyacanthoides,L.,northern gooseberry,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0.3,1,0,0,0,0.5,0.5,0.5,1,0.4,1,0,0,0,1,0,0,0,0.8,0,0,1,0,1,0,1
ROSAACI,Rosa acicularis,Lindl.,prickly rose,Rosa,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,1,1,0,0,0,0.75,0.5,0.5,1,0.4,1,0,0,0,1,0,0,0,0.6,0,0,1,0.5,1,0.5,1
ROSAWOO,Rosa woodsii,Lindl.,prairie rose,Rosa,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0.6,1,0,0,0,0.75,0.5,0.5,1,0.4,1,0,0,0,1,0,0,0,0.6,0,0,0.5,0,1,0,1
RUBUIDA,Rubus idaeus,L.,red raspberry,Rubus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0.6,1,0,0,0,0.5,0.5,0.5,1,0.4,1,0,0,0,0.5,1,0,0,0.8,0,0,1,0.5,1,0.5,0.5
RUBUPAR,Rubus parviflorus,Nutt.,thimbleberry,Rubus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,1,1,0,0,0,0.5,0.5,0.5,1,0.4,1,0,0,0,1,0,0,0,0.6,0,0,0,0.5,1,1,0
RUBUPED,Rubus pedatus,J.E. Sm.,five-leaved bramble,Rubus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0.5,0,1,0,0,0,0,0.2,0,0.5,1,1,1,1,0
RUBUPUB,Rubus pubescens,Raf.,dwarf red raspberry,Rubus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.6,1,0,0,0,0.5,0.5,0.5,0.666666667,0,1,0,0,0,1,0,0,0,0.6,0,0,1,0,1,0,1
SALIBAC,Salix barclayi,Andersson,Barclay's willow,Salix,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae,0.6,1,0.6,1,1,0,0,0.5,0.75,0.75,0.333333333,0.6,1,0,0,0,1,0,0,0,0.8,0,1,1,1,1,0,1
SALIBEB,Salix bebbiana,Sarg.,Bebb's willow,Salix,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae,1,1,0.3,1,1,0,0,0.5,0.75,0.75,0.333333333,0.6,1,0,0,0,0.5,1,0,0,0.8,0,0,1,0.5,1,0.5,1
SALISCO,Salix scouleriana,J. Barratt ex Hook.,Scouler's  willow,Salix,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae,1,1,0.3,1,1,0,0,0.5,0.75,0.75,0.333333333,0.6,1,0,0,0,0.5,1,0,0,0.8,0,0,1,0.5,1,1,1
SAMBRAC,Sambucus racemosa,L.,red elderberry,Sambucus,Adoxaceae,Dipsacales,Magnoliopsida,Magnoliophyta,Plantae,1,1,0.3,1,0.5,0,0,0.5,0.5,0.5,1,0.6,1,0,0,0,1,0.5,0,0,0.8,0,0,0,0.5,1,1,0
SENEPAU,Senecio pauperculus,Michx.,Canadian butterweed,Senecio,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0,0,0,0,1,0,0,0.8,0,0,1,0.5,1,1,1
SENETRI,Senecio triangularis,Hook.,arrow-leaved groundsel,Senecio,Asteraceae,Asterales,Magnoliopsida,Magnoliophyta,Plantae,0.3,0.6,0.5,1,0,0,0,0.5,0.75,0.75,0.666666667,0,1,0,0,0,1,0,0,0,0.8,1,1,1,1,0,0,0
SORBSCO,Sorbus scopulina,Greene,western mountain-ash,Sorbus,Rosaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae,0.6,0.6,0.3,1,1,0,0,0.5,0.5,0.5,0.666666667,0.6,1,0,0,1,0.5,0,0,0,0.8,0,0.5,0.5,1,1,0,0
